FECHA_HORA,SECTOR,CAUDAL MEDIO(M3)
01/01/2024 12:00,Les Palmeretes,"44,1"
01/01/2024 12:00,LONJA,"3,62"
01/01/2024 12:00,LONJA DL,"3,62"
01/01/2024 12:00,MATADERO,"21,538"
01/01/2024 12:00,MERCADO DL,"48,224"
01/01/2024 12:00,MUCHAVISTA - P.A.U. 5,"53,75"
01/01/2024 12:00,MUELLE GRANELES DL,"5,4"
01/01/2024 12:00,MUELLE LEVANTE DL,"8,392"
01/01/2024 12:00,O.A.M.I 1,"10,7"
01/01/2024 12:00,P.A.U. 1 (norte+sur),"45,15"
01/01/2024 12:00,P.A.U. 2,"21,45"
01/01/2024 12:00,PARQUE LO MORANT,"28,143"
01/01/2024 12:00,Pla-Hospital,"19,642"
01/01/2024 12:00,PLAYA DE SAN JUAN 1,"70,95"
01/01/2024 12:00,Postiguet,"18,35"
01/01/2024 12:00,PZA. MONTAÑETA,"47,3"
01/01/2024 12:00,RABASA DL,"31,3"
01/01/2024 12:00,SANTO DOMINGO DL,"79,62"
01/01/2024 12:00,SH_Demo,"36,697"
01/01/2024 12:00,TOBO,"41,25"
01/01/2024 12:00,VALLONGA GLOBAL,"7,55"
01/01/2024 12:00,VALLONGA-TOLON DL,"7,55"
01/01/2024 12:00,VILLAFRANQUEZA,"28,706"
01/01/2024 12:00,VIRGEN DEL CARMEN 1000 Viv,"45,499"
01/01/2024 12:00,VIRGEN DEL REMEDIO,"76,35"
02/01/2024 1:00,1 CIUDAD JARDÍN,"34,5"
02/01/2024 1:00,ALIPARK DL,9
02/01/2024 1:00,ALTOZANO,"46,15"
02/01/2024 1:00,BAHÍA LOS PINOS,41
02/01/2024 1:00,BENALÚA DL,"46,15"
02/01/2024 1:00,Bº GRANADA 1,6
02/01/2024 1:00,Bº LOS ÁNGELES,"30,677"
02/01/2024 1:00,CABO HUERTAS - PLAYA,"26,15"
02/01/2024 1:00,Campoamor Alto,"45,35"
02/01/2024 1:00,CENTRO COMERCIAL GRAN VÍA,"24,4"
02/01/2024 1:00,CIUDAD DEPORTIVA DL,"28,5"
02/01/2024 1:00,COLONIA REQUENA,"136,2"
02/01/2024 1:00,COLONIA ROMANA,"34,6"
02/01/2024 1:00,CONDOMINA,"47,6"
02/01/2024 1:00,Depósito Los Ángeles,"16,7"
02/01/2024 1:00,DIPUTACIÓN DL,"6,1"
02/01/2024 1:00,GARBINET NORTE 1,"15,15"
02/01/2024 1:00,INFORMACIÓN DL,"25,4"
02/01/2024 1:00,Les Palmeretes,"39,55"
02/01/2024 1:00,LONJA,"3,47"
02/01/2024 1:00,LONJA DL,"3,47"
02/01/2024 1:00,MATADERO,"22,559"
02/01/2024 1:00,MERCADO DL,"38,261"
02/01/2024 1:00,MUCHAVISTA - P.A.U. 5,"50,65"
02/01/2024 1:00,MUELLE GRANELES DL,39
02/01/2024 1:00,MUELLE LEVANTE DL,"6,324"
02/01/2024 1:00,O.A.M.I 1,"6,35"
02/01/2024 1:00,P.A.U. 1 (norte+sur),"42,3"
02/01/2024 1:00,P.A.U. 2,"19,45"
02/01/2024 1:00,PARQUE LO MORANT,"24,153"
02/01/2024 1:00,PLAYA DE SAN JUAN 1,"71,85"
02/01/2024 1:00,Postiguet,"11,8"
02/01/2024 1:00,PZA. MONTAÑETA,"41,75"
02/01/2024 1:00,RABASA DL,"20,8"
02/01/2024 1:00,SANTO DOMINGO DL,"70,697"
02/01/2024 1:00,SH_Demo,"30,677"
02/01/2024 1:00,TOBO,"42,25"
02/01/2024 1:00,VALLONGA GLOBAL,"17,25"
02/01/2024 1:00,VALLONGA-TOLON DL,"17,25"
02/01/2024 1:00,VILLAFRANQUEZA,"25,333"
02/01/2024 1:00,VIRGEN DEL CARMEN 1000 Viv,"28,709"
02/01/2024 1:00,VIRGEN DEL REMEDIO,"66,5"
02/01/2024 2:00,1 CIUDAD JARDÍN,"34,05"
02/01/2024 2:00,ALIPARK DL,"9,35"
02/01/2024 2:00,ALTOZANO,"41,85"
02/01/2024 2:00,BAHÍA LOS PINOS,"42,9"
02/01/2024 2:00,BENALÚA DL,"41,85"
02/01/2024 2:00,Bº GRANADA 1,"5,9"
02/01/2024 2:00,Bº LOS ÁNGELES,"31,264"
02/01/2024 2:00,CABO HUERTAS - PLAYA,"26,7"
02/01/2024 2:00,Campoamor Alto,42
02/01/2024 2:00,CENTRO COMERCIAL GRAN VÍA,"20,95"
02/01/2024 2:00,CIUDAD DEPORTIVA DL,"22,7"
02/01/2024 2:00,COLONIA REQUENA,"133,9"
02/01/2024 2:00,COLONIA ROMANA,"32,5"
02/01/2024 2:00,CONDOMINA,"37,85"
02/01/2024 2:00,Depósito Los Ángeles,"15,35"
02/01/2024 2:00,DIPUTACIÓN DL,"26,7"
02/01/2024 2:00,GARBINET NORTE 1,"13,35"
02/01/2024 2:00,INFORMACIÓN DL,"23,5"
02/01/2024 2:00,Les Palmeretes,"36,25"
02/01/2024 2:00,LONJA,"3,57"
02/01/2024 2:00,LONJA DL,"3,57"
02/01/2024 2:00,MATADERO,"22,765"
02/01/2024 2:00,MERCADO DL,"35,171"
02/01/2024 2:00,MUCHAVISTA - P.A.U. 5,"43,75"
02/01/2024 2:00,MUELLE GRANELES DL,"22,1"
02/01/2024 2:00,MUELLE LEVANTE DL,"6,774"
02/01/2024 2:00,O.A.M.I 1,"6,45"
02/01/2024 2:00,P.A.U. 1 (norte+sur),"34,75"
02/01/2024 2:00,P.A.U. 2,"17,35"
02/01/2024 2:00,PARQUE LO MORANT,"24,218"
02/01/2024 2:00,PLAYA DE SAN JUAN 1,"65,85"
02/01/2024 2:00,Postiguet,"14,95"
02/01/2024 2:00,PZA. MONTAÑETA,"34,2"
02/01/2024 2:00,RABASA DL,"23,1"
02/01/2024 2:00,SANTO DOMINGO DL,"59,55"
02/01/2024 2:00,SH_Demo,"31,264"
02/01/2024 2:00,TOBO,34
02/01/2024 2:00,VALLONGA GLOBAL,"22,4"
02/01/2024 2:00,VALLONGA-TOLON DL,"22,4"
02/01/2024 2:00,VILLAFRANQUEZA,"28,054"
02/01/2024 2:00,VIRGEN DEL CARMEN 1000 Viv,"23,848"
02/01/2024 2:00,VIRGEN DEL REMEDIO,"67,65"
02/01/2024 3:00,1 CIUDAD JARDÍN,"18,25"
02/01/2024 3:00,ALIPARK DL,8
02/01/2024 3:00,ALTOZANO,"42,45"
02/01/2024 3:00,BAHÍA LOS PINOS,"30,1"
02/01/2024 3:00,BENALÚA DL,"42,45"
02/01/2024 3:00,Bº GRANADA 1,"5,5"
02/01/2024 3:00,Bº LOS ÁNGELES,"27,397"
02/01/2024 3:00,CABO HUERTAS - PLAYA,"22,6"
02/01/2024 3:00,Campoamor Alto,"40,7"
02/01/2024 3:00,CENTRO COMERCIAL GRAN VÍA,"18,2"
02/01/2024 3:00,CIUDAD DEPORTIVA DL,32
02/01/2024 3:00,COLONIA REQUENA,"130,2"
02/01/2024 3:00,COLONIA ROMANA,"30,6"
02/01/2024 3:00,CONDOMINA,"41,7"
02/01/2024 3:00,Depósito Los Ángeles,"14,7"
02/01/2024 3:00,DIPUTACIÓN DL,"25,15"
02/01/2024 3:00,GARBINET NORTE 1,"11,85"
02/01/2024 3:00,INFORMACIÓN DL,"20,5"
02/01/2024 3:00,Les Palmeretes,"34,95"
02/01/2024 3:00,LONJA,"4,2"
02/01/2024 3:00,LONJA DL,"4,2"
02/01/2024 3:00,MATADERO,"22,661"
02/01/2024 3:00,MERCADO DL,"35,482"
02/01/2024 3:00,MUCHAVISTA - P.A.U. 5,"38,4"
02/01/2024 3:00,MUELLE GRANELES DL,"18,8"
02/01/2024 3:00,MUELLE LEVANTE DL,"6,745"
02/01/2024 3:00,O.A.M.I 1,"4,2"
02/01/2024 3:00,P.A.U. 1 (norte+sur),"32,6"
02/01/2024 3:00,P.A.U. 2,"13,5"
02/01/2024 3:00,PARQUE LO MORANT,"21,168"
02/01/2024 3:00,PLAYA DE SAN JUAN 1,"61,8"
02/01/2024 3:00,Postiguet,"17,7"
02/01/2024 3:00,PZA. MONTAÑETA,"36,1"
02/01/2024 3:00,RABASA DL,"18,1"
02/01/2024 3:00,SANTO DOMINGO DL,"61,129"
02/01/2024 3:00,SH_Demo,"27,397"
02/01/2024 3:00,TOBO,"35,05"
02/01/2024 3:00,VALLONGA GLOBAL,"22,2"
02/01/2024 3:00,VALLONGA-TOLON DL,"22,2"
02/01/2024 3:00,VILLAFRANQUEZA,"27,243"
02/01/2024 3:00,VIRGEN DEL CARMEN 1000 Viv,"40,359"
02/01/2024 3:00,VIRGEN DEL REMEDIO,"62,45"
02/01/2024 4:00,1 CIUDAD JARDÍN,"12,9"
02/01/2024 4:00,ALIPARK DL,"7,85"
02/01/2024 4:00,ALTOZANO,"39,15"
02/01/2024 4:00,BAHÍA LOS PINOS,"28,9"
02/01/2024 4:00,BENALÚA DL,"39,15"
02/01/2024 4:00,Bº GRANADA 1,"6,35"
02/01/2024 4:00,Bº LOS ÁNGELES,"29,755"
02/01/2024 4:00,CABO HUERTAS - PLAYA,"26,75"
02/01/2024 4:00,Campoamor Alto,"37,2"
02/01/2024 4:00,CENTRO COMERCIAL GRAN VÍA,"13,7"
02/01/2024 4:00,CIUDAD DEPORTIVA DL,"30,35"
02/01/2024 4:00,COLONIA REQUENA,123
02/01/2024 4:00,COLONIA ROMANA,"25,2"
02/01/2024 4:00,CONDOMINA,"37,2"
02/01/2024 4:00,Depósito Los Ángeles,"14,7"
02/01/2024 4:00,DIPUTACIÓN DL,"24,9"
02/01/2024 4:00,GARBINET NORTE 1,"10,9"
02/01/2024 4:00,INFORMACIÓN DL,"17,9"
02/01/2024 4:00,Les Palmeretes,"31,7"
02/01/2024 4:00,LONJA,"4,35"
02/01/2024 4:00,LONJA DL,"4,35"
02/01/2024 4:00,MATADERO,"19,721"
02/01/2024 4:00,MERCADO DL,"33,108"
02/01/2024 4:00,MUCHAVISTA - P.A.U. 5,"38,5"
02/01/2024 4:00,MUELLE GRANELES DL,"25,1"
02/01/2024 4:00,MUELLE LEVANTE DL,"7,451"
02/01/2024 4:00,O.A.M.I 1,"3,35"
02/01/2024 4:00,P.A.U. 1 (norte+sur),"27,65"
02/01/2024 4:00,P.A.U. 2,"13,8"
02/01/2024 4:00,PARQUE LO MORANT,"20,384"
02/01/2024 4:00,Pla-Hospital,"44,117"
02/01/2024 4:00,PLAYA DE SAN JUAN 1,"58,6"
02/01/2024 4:00,Postiguet,"18,85"
02/01/2024 4:00,PZA. MONTAÑETA,"33,45"
02/01/2024 4:00,RABASA DL,"22,5"
02/01/2024 4:00,SANTO DOMINGO DL,"55,987"
02/01/2024 4:00,SH_Demo,"29,755"
02/01/2024 4:00,TOBO,"32,15"
02/01/2024 4:00,VALLONGA GLOBAL,"22,45"
02/01/2024 4:00,VALLONGA-TOLON DL,"22,45"
02/01/2024 4:00,VILLAFRANQUEZA,"24,908"
02/01/2024 4:00,VIRGEN DEL CARMEN 1000 Viv,"38,647"
02/01/2024 4:00,VIRGEN DEL REMEDIO,"58,3"
02/01/2024 5:00,1 CIUDAD JARDÍN,"12,75"
02/01/2024 5:00,ALIPARK DL,"7,3"
02/01/2024 5:00,ALTOZANO,"35,8"
02/01/2024 5:00,BAHÍA LOS PINOS,"22,9"
02/01/2024 5:00,BENALÚA DL,"35,8"
02/01/2024 5:00,Bº GRANADA 1,"8,1"
02/01/2024 5:00,Bº LOS ÁNGELES,"22,947"
02/01/2024 5:00,CABO HUERTAS - PLAYA,"17,35"
02/01/2024 5:00,Campoamor Alto,"33,65"
02/01/2024 5:00,CENTRO COMERCIAL GRAN VÍA,"14,75"
02/01/2024 5:00,CIUDAD DEPORTIVA DL,"20,35"
02/01/2024 5:00,COLONIA REQUENA,"109,5"
02/01/2024 5:00,COLONIA ROMANA,"24,8"
02/01/2024 5:00,CONDOMINA,"31,1"
02/01/2024 5:00,Depósito Los Ángeles,"12,8"
02/01/2024 5:00,DIPUTACIÓN DL,"22,1"
02/01/2024 5:00,GARBINET NORTE 1,"10,05"
02/01/2024 5:00,INFORMACIÓN DL,"18,2"
02/01/2024 5:00,Les Palmeretes,"30,7"
02/01/2024 5:00,LONJA,"3,48"
02/01/2024 5:00,LONJA DL,"3,48"
02/01/2024 5:00,MATADERO,"17,996"
02/01/2024 5:00,MERCADO DL,"31,945"
02/01/2024 5:00,MUCHAVISTA - P.A.U. 5,"41,5"
02/01/2024 5:00,MUELLE GRANELES DL,"9,2"
02/01/2024 5:00,MUELLE LEVANTE DL,"6,027"
02/01/2024 5:00,O.A.M.I 1,4
02/01/2024 5:00,P.A.U. 1 (norte+sur),"35,75"
02/01/2024 5:00,P.A.U. 2,"12,9"
02/01/2024 5:00,PARQUE LO MORANT,"17,321"
02/01/2024 5:00,PLAYA DE SAN JUAN 1,"51,3"
02/01/2024 5:00,Postiguet,"12,6"
02/01/2024 5:00,PZA. MONTAÑETA,"33,85"
02/01/2024 5:00,RABASA DL,"18,1"
02/01/2024 5:00,SANTO DOMINGO DL,"42,92"
02/01/2024 5:00,SH_Demo,"22,947"
02/01/2024 5:00,TOBO,"29,75"
02/01/2024 5:00,VALLONGA GLOBAL,18
02/01/2024 5:00,VALLONGA-TOLON DL,18
02/01/2024 5:00,VILLAFRANQUEZA,"19,595"
02/01/2024 5:00,VIRGEN DEL CARMEN 1000 Viv,"37,316"
02/01/2024 5:00,VIRGEN DEL REMEDIO,"51,2"
02/01/2024 6:00,1 CIUDAD JARDÍN,"31,35"
02/01/2024 6:00,ALIPARK DL,"6,2"
02/01/2024 6:00,ALTOZANO,"35,5"
02/01/2024 6:00,BAHÍA LOS PINOS,"22,55"
02/01/2024 6:00,BENALÚA DL,"35,5"
02/01/2024 6:00,Bº GRANADA 1,"7,2"
02/01/2024 6:00,Bº LOS ÁNGELES,"23,962"
02/01/2024 6:00,CABO HUERTAS - PLAYA,"14,4"
02/01/2024 6:00,Campoamor Alto,"32,65"
02/01/2024 6:00,CENTRO COMERCIAL GRAN VÍA,"31,65"
02/01/2024 6:00,CIUDAD DEPORTIVA DL,21
02/01/2024 6:00,COLONIA REQUENA,"111,2"
02/01/2024 6:00,COLONIA ROMANA,"26,35"
02/01/2024 6:00,CONDOMINA,"29,35"
02/01/2024 6:00,Depósito Los Ángeles,"12,55"
02/01/2024 6:00,DIPUTACIÓN DL,"19,8"
02/01/2024 6:00,GARBINET NORTE 1,"9,4"
02/01/2024 6:00,INFORMACIÓN DL,"19,1"
02/01/2024 6:00,Les Palmeretes,"29,35"
02/01/2024 6:00,LONJA,"3,32"
02/01/2024 6:00,LONJA DL,"3,32"
02/01/2024 6:00,MATADERO,"19,767"
02/01/2024 6:00,MERCADO DL,"27,987"
02/01/2024 6:00,MUCHAVISTA - P.A.U. 5,"31,65"
02/01/2024 6:00,MUELLE GRANELES DL,"8,9"
02/01/2024 6:00,MUELLE LEVANTE DL,"6,922"
02/01/2024 6:00,O.A.M.I 1,"2,85"
02/01/2024 6:00,P.A.U. 1 (norte+sur),"24,55"
02/01/2024 6:00,P.A.U. 2,"11,9"
02/01/2024 6:00,PARQUE LO MORANT,"18,203"
02/01/2024 6:00,Pla-Hospital,"40,805"
02/01/2024 6:00,PLAYA DE SAN JUAN 1,"45,65"
02/01/2024 6:00,Postiguet,"14,3"
02/01/2024 6:00,PZA. MONTAÑETA,"29,2"
02/01/2024 6:00,RABASA DL,17
02/01/2024 6:00,SANTO DOMINGO DL,"49,31"
02/01/2024 6:00,SH_Demo,"23,962"
02/01/2024 6:00,TOBO,"28,65"
02/01/2024 6:00,VALLONGA GLOBAL,"20,35"
02/01/2024 6:00,VALLONGA-TOLON DL,"20,35"
02/01/2024 6:00,VILLAFRANQUEZA,"19,13"
02/01/2024 6:00,VIRGEN DEL CARMEN 1000 Viv,"51,017"
02/01/2024 6:00,VIRGEN DEL REMEDIO,"52,9"
02/01/2024 7:00,1 CIUDAD JARDÍN,"13,75"
02/01/2024 7:00,ALIPARK DL,"7,7"
02/01/2024 7:00,ALTOZANO,"38,6"
02/01/2024 7:00,BAHÍA LOS PINOS,"23,05"
02/01/2024 7:00,BENALÚA DL,"38,6"
02/01/2024 7:00,Bº GRANADA 1,"4,75"
02/01/2024 7:00,Bº LOS ÁNGELES,"23,102"
02/01/2024 7:00,CABO HUERTAS - PLAYA,"15,6"
02/01/2024 7:00,Campoamor Alto,"38,55"
02/01/2024 7:00,CENTRO COMERCIAL GRAN VÍA,"33,2"
02/01/2024 7:00,CIUDAD DEPORTIVA DL,"21,05"
02/01/2024 7:00,COLONIA REQUENA,"125,3"
02/01/2024 7:00,COLONIA ROMANA,"23,15"
02/01/2024 7:00,CONDOMINA,"35,1"
02/01/2024 7:00,Depósito Los Ángeles,"14,3"
02/01/2024 7:00,DIPUTACIÓN DL,"34,5"
02/01/2024 7:00,GARBINET NORTE 1,"10,8"
02/01/2024 7:00,INFORMACIÓN DL,"19,1"
02/01/2024 7:00,Les Palmeretes,"34,25"
02/01/2024 7:00,LONJA,"3,81"
02/01/2024 7:00,LONJA DL,"3,81"
02/01/2024 7:00,MATADERO,"21,745"
02/01/2024 7:00,MERCADO DL,"32,916"
02/01/2024 7:00,MUCHAVISTA - P.A.U. 5,"31,85"
02/01/2024 7:00,MUELLE GRANELES DL,"6,3"
02/01/2024 7:00,MUELLE LEVANTE DL,"7,081"
02/01/2024 7:00,O.A.M.I 1,"3,6"
02/01/2024 7:00,P.A.U. 1 (norte+sur),"28,05"
02/01/2024 7:00,P.A.U. 2,"14,85"
02/01/2024 7:00,PARQUE LO MORANT,"20,729"
02/01/2024 7:00,PLAYA DE SAN JUAN 1,"46,85"
02/01/2024 7:00,Postiguet,"19,45"
02/01/2024 7:00,PZA. MONTAÑETA,"30,9"
02/01/2024 7:00,RABASA DL,"17,2"
02/01/2024 7:00,SANTO DOMINGO DL,"50,327"
02/01/2024 7:00,SH_Demo,"23,102"
02/01/2024 7:00,TOBO,"26,8"
02/01/2024 7:00,VALLONGA GLOBAL,"16,65"
02/01/2024 7:00,VALLONGA-TOLON DL,"16,65"
02/01/2024 7:00,VILLAFRANQUEZA,"21,01"
02/01/2024 7:00,VIRGEN DEL CARMEN 1000 Viv,"53,025"
02/01/2024 7:00,VIRGEN DEL REMEDIO,"61,25"
02/01/2024 8:00,1 CIUDAD JARDÍN,"19,35"
02/01/2024 8:00,ALIPARK DL,"8,75"
02/01/2024 8:00,ALTOZANO,"44,9"
02/01/2024 8:00,BAHÍA LOS PINOS,"27,5"
02/01/2024 8:00,BENALÚA DL,"44,9"
02/01/2024 8:00,Bº GRANADA 1,"4,75"
02/01/2024 8:00,Bº LOS ÁNGELES,"28,498"
02/01/2024 8:00,CABO HUERTAS - PLAYA,"23,8"
02/01/2024 8:00,Campoamor Alto,"45,1"
02/01/2024 8:00,CENTRO COMERCIAL GRAN VÍA,"17,15"
02/01/2024 8:00,CIUDAD DEPORTIVA DL,"25,9"
02/01/2024 8:00,COLONIA REQUENA,"125,3"
02/01/2024 8:00,COLONIA ROMANA,26
02/01/2024 8:00,CONDOMINA,"48,15"
02/01/2024 8:00,Depósito Los Ángeles,"16,5"
02/01/2024 8:00,DIPUTACIÓN DL,"27,9"
02/01/2024 8:00,GARBINET NORTE 1,"15,3"
02/01/2024 8:00,INFORMACIÓN DL,"18,9"
02/01/2024 8:00,Les Palmeretes,"37,05"
02/01/2024 8:00,LONJA,"4,17"
02/01/2024 8:00,LONJA DL,"4,17"
02/01/2024 8:00,MATADERO,"21,564"
02/01/2024 8:00,MERCADO DL,"37,138"
02/01/2024 8:00,MUCHAVISTA - P.A.U. 5,"42,1"
02/01/2024 8:00,MUELLE GRANELES DL,10
02/01/2024 8:00,MUELLE LEVANTE DL,"6,232"
02/01/2024 8:00,O.A.M.I 1,"4,85"
02/01/2024 8:00,P.A.U. 1 (norte+sur),"38,05"
02/01/2024 8:00,P.A.U. 2,"19,55"
02/01/2024 8:00,PARQUE LO MORANT,"23,037"
02/01/2024 8:00,Pla-Hospital,"34,527"
02/01/2024 8:00,PLAYA DE SAN JUAN 1,"50,2"
02/01/2024 8:00,Postiguet,"18,4"
02/01/2024 8:00,PZA. MONTAÑETA,"43,2"
02/01/2024 8:00,RABASA DL,"20,5"
02/01/2024 8:00,SANTO DOMINGO DL,"59,981"
02/01/2024 8:00,SH_Demo,"28,498"
02/01/2024 8:00,TOBO,"31,1"
02/01/2024 8:00,VALLONGA GLOBAL,"15,75"
02/01/2024 8:00,VALLONGA-TOLON DL,"15,75"
02/01/2024 8:00,VILLAFRANQUEZA,"23,606"
02/01/2024 8:00,VIRGEN DEL CARMEN 1000 Viv,"47,898"
02/01/2024 8:00,VIRGEN DEL REMEDIO,"63,75"
02/01/2024 9:00,1 CIUDAD JARDÍN,34
02/01/2024 9:00,ALIPARK DL,"10,5"
02/01/2024 9:00,ALTOZANO,"54,85"
02/01/2024 9:00,BAHÍA LOS PINOS,"40,2"
02/01/2024 9:00,BENALÚA DL,"54,85"
02/01/2024 9:00,Bº GRANADA 1,"4,95"
02/01/2024 9:00,Bº LOS ÁNGELES,"34,453"
02/01/2024 9:00,CABO HUERTAS - PLAYA,"31,05"
02/01/2024 9:00,Campoamor Alto,"53,6"
02/01/2024 9:00,CENTRO COMERCIAL GRAN VÍA,"20,3"
02/01/2024 9:00,CIUDAD DEPORTIVA DL,"40,25"
02/01/2024 9:00,COLONIA REQUENA,"142,8"
02/01/2024 9:00,COLONIA ROMANA,"39,6"
02/01/2024 9:00,CONDOMINA,"57,55"
02/01/2024 9:00,Depósito Los Ángeles,"19,1"
02/01/2024 9:00,DIPUTACIÓN DL,"33,1"
02/01/2024 9:00,GARBINET NORTE 1,"18,05"
02/01/2024 9:00,INFORMACIÓN DL,"24,2"
02/01/2024 9:00,Les Palmeretes,"43,6"
02/01/2024 9:00,LONJA,"5,32"
02/01/2024 9:00,LONJA DL,"5,32"
02/01/2024 9:00,MATADERO,"20,938"
02/01/2024 9:00,MERCADO DL,"48,693"
02/01/2024 9:00,MUCHAVISTA - P.A.U. 5,"55,3"
02/01/2024 9:00,MUELLE GRANELES DL,"12,7"
02/01/2024 9:00,MUELLE LEVANTE DL,"7,15"
02/01/2024 9:00,O.A.M.I 1,"7,6"
02/01/2024 9:00,P.A.U. 1 (norte+sur),"47,75"
02/01/2024 9:00,P.A.U. 2,"25,5"
02/01/2024 9:00,PARQUE LO MORANT,"27,674"
02/01/2024 9:00,PLAYA DE SAN JUAN 1,"72,15"
02/01/2024 9:00,Postiguet,"21,15"
02/01/2024 9:00,PZA. MONTAÑETA,"50,55"
02/01/2024 9:00,RABASA DL,"25,2"
02/01/2024 9:00,SANTO DOMINGO DL,"78,261"
02/01/2024 9:00,SH_Demo,"34,453"
02/01/2024 9:00,TOBO,"45,9"
02/01/2024 9:00,VALLONGA GLOBAL,"16,6"
02/01/2024 9:00,VALLONGA-TOLON DL,"16,6"
02/01/2024 9:00,VILLAFRANQUEZA,"27,052"
02/01/2024 9:00,VIRGEN DEL CARMEN 1000 Viv,"45,333"
02/01/2024 9:00,VIRGEN DEL REMEDIO,"74,7"
02/01/2024 10:00,1 CIUDAD JARDÍN,"54,05"
02/01/2024 10:00,ALIPARK DL,"12,2"
02/01/2024 10:00,ALTOZANO,"64,05"
02/01/2024 10:00,BAHÍA LOS PINOS,"46,6"
02/01/2024 10:00,BENALÚA DL,"64,05"
02/01/2024 10:00,Bº GRANADA 1,"6,35"
02/01/2024 10:00,Bº LOS ÁNGELES,"38,431"
02/01/2024 10:00,CABO HUERTAS - PLAYA,"32,95"
02/01/2024 10:00,Campoamor Alto,"59,8"
02/01/2024 10:00,CENTRO COMERCIAL GRAN VÍA,"30,4"
02/01/2024 10:00,CIUDAD DEPORTIVA DL,"30,65"
02/01/2024 10:00,COLONIA REQUENA,"153,8"
02/01/2024 10:00,COLONIA ROMANA,"44,2"
02/01/2024 10:00,CONDOMINA,"66,3"
02/01/2024 10:00,Depósito Los Ángeles,"23,65"
02/01/2024 10:00,DIPUTACIÓN DL,"33,2"
02/01/2024 10:00,GARBINET NORTE 1,"21,7"
02/01/2024 10:00,INFORMACIÓN DL,"28,2"
02/01/2024 10:00,Les Palmeretes,"48,25"
02/01/2024 10:00,LONJA,"5,23"
02/01/2024 10:00,LONJA DL,"5,23"
02/01/2024 10:00,MATADERO,"22,678"
02/01/2024 10:00,MERCADO DL,"55,58"
02/01/2024 10:00,MUCHAVISTA - P.A.U. 5,"76,65"
02/01/2024 10:00,MUELLE GRANELES DL,"40,2"
02/01/2024 10:00,MUELLE LEVANTE DL,"15,582"
02/01/2024 10:00,O.A.M.I 1,"7,45"
02/01/2024 10:00,P.A.U. 1 (norte+sur),"64,95"
02/01/2024 10:00,P.A.U. 2,"28,3"
02/01/2024 10:00,PARQUE LO MORANT,"29,108"
02/01/2024 10:00,Pla-Hospital,"58,632"
02/01/2024 10:00,PLAYA DE SAN JUAN 1,"87,4"
02/01/2024 10:00,Postiguet,"17,05"
02/01/2024 10:00,PZA. MONTAÑETA,"57,95"
02/01/2024 10:00,RABASA DL,"28,2"
02/01/2024 10:00,SANTO DOMINGO DL,"90,231"
02/01/2024 10:00,SH_Demo,"38,431"
02/01/2024 10:00,TOBO,"56,35"
02/01/2024 10:00,VALLONGA GLOBAL,"17,75"
02/01/2024 10:00,VALLONGA-TOLON DL,"17,75"
02/01/2024 10:00,VILLAFRANQUEZA,"29,282"
02/01/2024 10:00,VIRGEN DEL CARMEN 1000 Viv,"49,011"
02/01/2024 10:00,VIRGEN DEL REMEDIO,"78,7"
02/01/2024 11:00,1 CIUDAD JARDÍN,"24,65"
02/01/2024 11:00,ALIPARK DL,"12,8"
02/01/2024 11:00,ALTOZANO,"61,2"
02/01/2024 11:00,BAHÍA LOS PINOS,47
02/01/2024 11:00,BENALÚA DL,"61,2"
02/01/2024 11:00,Bº GRANADA 1,"6,05"
02/01/2024 11:00,Bº LOS ÁNGELES,"37,31"
02/01/2024 11:00,CABO HUERTAS - PLAYA,"30,35"
02/01/2024 11:00,Campoamor Alto,"63,3"
02/01/2024 11:00,CENTRO COMERCIAL GRAN VÍA,"29,55"
02/01/2024 11:00,CIUDAD DEPORTIVA DL,"28,7"
02/01/2024 11:00,COLONIA REQUENA,"156,6"
02/01/2024 11:00,COLONIA ROMANA,"46,9"
02/01/2024 11:00,CONDOMINA,"66,35"
02/01/2024 11:00,Depósito Los Ángeles,"21,6"
02/01/2024 11:00,DIPUTACIÓN DL,"26,3"
02/01/2024 11:00,GARBINET NORTE 1,"21,6"
02/01/2024 11:00,INFORMACIÓN DL,"26,6"
02/01/2024 11:00,Les Palmeretes,"48,95"
02/01/2024 11:00,LONJA,"5,03"
02/01/2024 11:00,LONJA DL,"5,03"
02/01/2024 11:00,MERCADO DL,"53,021"
02/01/2024 11:00,MUCHAVISTA - P.A.U. 5,"68,3"
02/01/2024 11:00,MUELLE GRANELES DL,"46,4"
02/01/2024 11:00,MUELLE LEVANTE DL,"15,861"
02/01/2024 11:00,O.A.M.I 1,"6,2"
02/01/2024 11:00,P.A.U. 1 (norte+sur),48
02/01/2024 11:00,P.A.U. 2,"26,1"
02/01/2024 11:00,PARQUE LO MORANT,"29,466"
02/01/2024 11:00,Pla-Hospital,"74,4"
02/01/2024 11:00,PLAYA DE SAN JUAN 1,"78,2"
02/01/2024 11:00,Postiguet,14
02/01/2024 11:00,PZA. MONTAÑETA,"58,7"
02/01/2024 11:00,RABASA DL,"24,9"
02/01/2024 11:00,SANTO DOMINGO DL,"87,924"
02/01/2024 11:00,SH_Demo,"37,31"
02/01/2024 11:00,TOBO,"54,55"
02/01/2024 11:00,VALLONGA GLOBAL,"20,2"
02/01/2024 11:00,VALLONGA-TOLON DL,"20,2"
