FECHA_HORA,SECTOR,CAUDAL MEDIO(M3)
10/07/2024 7:00,Les Palmeretes,"48,703"
10/07/2024 7:00,LONJA,"4,44"
10/07/2024 7:00,LONJA DL,"4,44"
10/07/2024 7:00,MERCADO DL,"37,665"
10/07/2024 7:00,MUCHAVISTA - P.A.U. 5,"69,3"
10/07/2024 7:00,MUELLE GRANELES DL,"21,5"
10/07/2024 7:00,MUELLE LEVANTE DL,"10,26"
10/07/2024 7:00,P.A.U. 1 (norte+sur),"46,275"
10/07/2024 7:00,P.A.U. 2,"24,822"
10/07/2024 7:00,PARQUE LO MORANT,"35,196"
10/07/2024 7:00,PLAYA DE SAN JUAN 1,"94,8"
10/07/2024 7:00,Postiguet,"18,145"
10/07/2024 7:00,PZA. MONTAÑETA,"35,629"
10/07/2024 7:00,RABASA DL,27
10/07/2024 7:00,SANTO DOMINGO DL,"66,605"
10/07/2024 7:00,SH_Demo,"37,604"
10/07/2024 7:00,TOBO,"170,8"
10/07/2024 7:00,VALLONGA GLOBAL,"19,3"
10/07/2024 7:00,VALLONGA-TOLON DL,"19,3"
10/07/2024 7:00,VILLAFRANQUEZA,"27,943"
10/07/2024 7:00,VIRGEN DEL CARMEN 1000 Viv,"47,549"
10/07/2024 7:00,VIRGEN DEL REMEDIO,"92,5"
10/07/2024 8:00,1 CIUDAD JARDÍN,"24,9"
10/07/2024 8:00,ALIPARK DL,"10,4"
10/07/2024 8:00,ALTOZANO,"57,883"
10/07/2024 8:00,BAHÍA LOS PINOS,"58,4"
10/07/2024 8:00,BENALÚA DL,"57,883"
10/07/2024 8:00,Bº GRANADA 1,"16,5"
10/07/2024 8:00,Bº LOS ÁNGELES,"37,096"
10/07/2024 8:00,CABO HUERTAS - PLAYA,"58,7"
10/07/2024 8:00,Campoamor Alto,"54,5"
10/07/2024 8:00,CENTRO COMERCIAL GRAN VÍA,"24,591"
10/07/2024 8:00,CIUDAD DEPORTIVA DL,"25,55"
10/07/2024 8:00,COLONIA REQUENA,"188,2"
10/07/2024 8:00,COLONIA ROMANA,"43,7"
10/07/2024 8:00,CONDOMINA,"51,6"
10/07/2024 8:00,Depósito Los Ángeles,"21,05"
10/07/2024 8:00,DIPUTACIÓN DL,"38,745"
10/07/2024 8:00,GARBINET NORTE 1,"20,7"
10/07/2024 8:00,INFORMACIÓN DL,20
10/07/2024 8:00,Les Palmeretes,"46,814"
10/07/2024 8:00,LONJA,"6,01"
10/07/2024 8:00,LONJA DL,"6,01"
10/07/2024 8:00,MERCADO DL,"45,068"
10/07/2024 8:00,MUCHAVISTA - P.A.U. 5,"89,4"
10/07/2024 8:00,MUELLE GRANELES DL,"8,8"
10/07/2024 8:00,MUELLE LEVANTE DL,"8,742"
10/07/2024 8:00,P.A.U. 1 (norte+sur),"65,61"
10/07/2024 8:00,P.A.U. 2,"23,402"
10/07/2024 8:00,PARQUE LO MORANT,"33,878"
10/07/2024 8:00,PLAYA DE SAN JUAN 1,"98,1"
10/07/2024 8:00,Postiguet,"23,179"
10/07/2024 8:00,PZA. MONTAÑETA,"46,583"
10/07/2024 8:00,RABASA DL,"33,4"
10/07/2024 8:00,SANTO DOMINGO DL,"86,688"
10/07/2024 8:00,SH_Demo,"37,096"
10/07/2024 8:00,TOBO,"180,5"
10/07/2024 8:00,VALLONGA GLOBAL,"23,45"
10/07/2024 8:00,VALLONGA-TOLON DL,"23,45"
10/07/2024 8:00,VILLAFRANQUEZA,"35,125"
10/07/2024 8:00,VIRGEN DEL CARMEN 1000 Viv,"51,003"
10/07/2024 8:00,VIRGEN DEL REMEDIO,"90,9"
10/07/2024 9:00,1 CIUDAD JARDÍN,"44,4"
10/07/2024 9:00,ALIPARK DL,"13,45"
10/07/2024 9:00,ALTOZANO,"66,779"
10/07/2024 9:00,BAHÍA LOS PINOS,"66,15"
10/07/2024 9:00,BENALÚA DL,"66,779"
10/07/2024 9:00,Bº GRANADA 1,"37,65"
10/07/2024 9:00,Bº LOS ÁNGELES,"41,352"
10/07/2024 9:00,CABO HUERTAS - PLAYA,"76,6"
10/07/2024 9:00,Campoamor Alto,65
10/07/2024 9:00,CENTRO COMERCIAL GRAN VÍA,"34,976"
10/07/2024 9:00,CIUDAD DEPORTIVA DL,"32,8"
10/07/2024 9:00,COLONIA REQUENA,"165,7"
10/07/2024 9:00,COLONIA ROMANA,"50,05"
10/07/2024 9:00,CONDOMINA,"78,9"
10/07/2024 9:00,Depósito Los Ángeles,24
10/07/2024 9:00,DIPUTACIÓN DL,"51,487"
10/07/2024 9:00,GARBINET NORTE 1,23
10/07/2024 9:00,INFORMACIÓN DL,24
10/07/2024 9:00,Les Palmeretes,"46,01"
10/07/2024 9:00,LONJA,"5,75"
10/07/2024 9:00,LONJA DL,"5,75"
10/07/2024 9:00,MERCADO DL,"53,275"
10/07/2024 9:00,MUCHAVISTA - P.A.U. 5,"110,4"
10/07/2024 9:00,MUELLE GRANELES DL,"21,2"
10/07/2024 9:00,MUELLE LEVANTE DL,"15,927"
10/07/2024 9:00,P.A.U. 1 (norte+sur),"83,466"
10/07/2024 9:00,P.A.U. 2,"32,341"
10/07/2024 9:00,PARQUE LO MORANT,"32,374"
10/07/2024 9:00,PLAYA DE SAN JUAN 1,"135,85"
10/07/2024 9:00,Postiguet,"17,353"
10/07/2024 9:00,PZA. MONTAÑETA,"52,876"
10/07/2024 9:00,RABASA DL,"37,9"
10/07/2024 9:00,SANTO DOMINGO DL,"97,871"
10/07/2024 9:00,SH_Demo,"41,352"
10/07/2024 9:00,TOBO,"152,6"
10/07/2024 9:00,VALLONGA GLOBAL,"12,4"
10/07/2024 9:00,VALLONGA-TOLON DL,"12,4"
10/07/2024 9:00,VILLAFRANQUEZA,"40,773"
10/07/2024 9:00,VIRGEN DEL CARMEN 1000 Viv,"49,919"
10/07/2024 9:00,VIRGEN DEL REMEDIO,"89,6"
10/07/2024 10:00,1 CIUDAD JARDÍN,"41,9"
10/07/2024 10:00,ALIPARK DL,"12,15"
10/07/2024 10:00,ALTOZANO,"71,928"
10/07/2024 10:00,BAHÍA LOS PINOS,"61,9"
10/07/2024 10:00,BENALÚA DL,"71,928"
10/07/2024 10:00,Bº GRANADA 1,"27,6"
10/07/2024 10:00,Bº LOS ÁNGELES,"43,873"
10/07/2024 10:00,CABO HUERTAS - PLAYA,"50,8"
10/07/2024 10:00,Campoamor Alto,"72,3"
10/07/2024 10:00,CENTRO COMERCIAL GRAN VÍA,"26,67"
10/07/2024 10:00,CIUDAD DEPORTIVA DL,"28,5"
10/07/2024 10:00,COLONIA REQUENA,"178,7"
10/07/2024 10:00,COLONIA ROMANA,"53,8"
10/07/2024 10:00,CONDOMINA,"70,7"
10/07/2024 10:00,Depósito Los Ángeles,"25,9"
10/07/2024 10:00,DIPUTACIÓN DL,"41,939"
10/07/2024 10:00,GARBINET NORTE 1,"22,75"
10/07/2024 10:00,INFORMACIÓN DL,26
10/07/2024 10:00,Les Palmeretes,"50,249"
10/07/2024 10:00,LONJA,7
10/07/2024 10:00,LONJA DL,7
10/07/2024 10:00,MERCADO DL,"54,731"
10/07/2024 10:00,MUCHAVISTA - P.A.U. 5,"117,4"
10/07/2024 10:00,MUELLE GRANELES DL,"9,9"
10/07/2024 10:00,MUELLE LEVANTE DL,"13,901"
10/07/2024 10:00,P.A.U. 1 (norte+sur),"82,87"
10/07/2024 10:00,P.A.U. 2,"29,341"
10/07/2024 10:00,PARQUE LO MORANT,"35,241"
10/07/2024 10:00,Pla-Hospital,"58,674"
10/07/2024 10:00,PLAYA DE SAN JUAN 1,"128,7"
10/07/2024 10:00,Postiguet,"10,043"
10/07/2024 10:00,PZA. MONTAÑETA,"57,145"
10/07/2024 10:00,RABASA DL,"35,8"
10/07/2024 10:00,SANTO DOMINGO DL,"90,988"
10/07/2024 10:00,SH_Demo,"43,873"
10/07/2024 10:00,TOBO,"113,3"
10/07/2024 10:00,VALLONGA GLOBAL,"23,7"
10/07/2024 10:00,VALLONGA-TOLON DL,"23,7"
10/07/2024 10:00,VILLAFRANQUEZA,"40,637"
10/07/2024 10:00,VIRGEN DEL CARMEN 1000 Viv,"52,223"
10/07/2024 10:00,VIRGEN DEL REMEDIO,"97,1"
10/07/2024 11:00,1 CIUDAD JARDÍN,"43,75"
10/07/2024 11:00,ALIPARK DL,"11,45"
10/07/2024 11:00,ALTOZANO,"66,945"
10/07/2024 11:00,BAHÍA LOS PINOS,"70,55"
10/07/2024 11:00,BENALÚA DL,"66,945"
10/07/2024 11:00,Bº GRANADA 1,"21,65"
10/07/2024 11:00,Bº LOS ÁNGELES,"39,926"
10/07/2024 11:00,CABO HUERTAS - PLAYA,"46,3"
10/07/2024 11:00,Campoamor Alto,"64,85"
10/07/2024 11:00,CENTRO COMERCIAL GRAN VÍA,"26,362"
10/07/2024 11:00,CIUDAD DEPORTIVA DL,"25,05"
10/07/2024 11:00,COLONIA REQUENA,"176,5"
10/07/2024 11:00,COLONIA ROMANA,"54,95"
10/07/2024 11:00,CONDOMINA,"64,15"
10/07/2024 11:00,Depósito Los Ángeles,"22,1"
10/07/2024 11:00,DIPUTACIÓN DL,"38,134"
10/07/2024 11:00,GARBINET NORTE 1,"19,4"
10/07/2024 11:00,INFORMACIÓN DL,14
10/07/2024 11:00,Les Palmeretes,"45,965"
10/07/2024 11:00,LONJA,"6,51"
10/07/2024 11:00,LONJA DL,"6,51"
10/07/2024 11:00,MERCADO DL,"50,999"
10/07/2024 11:00,MUCHAVISTA - P.A.U. 5,"103,15"
10/07/2024 11:00,MUELLE GRANELES DL,"8,4"
10/07/2024 11:00,MUELLE LEVANTE DL,"10,044"
10/07/2024 11:00,P.A.U. 1 (norte+sur),"61,094"
10/07/2024 11:00,P.A.U. 2,"25,732"
10/07/2024 11:00,PARQUE LO MORANT,"33,888"
10/07/2024 11:00,PLAYA DE SAN JUAN 1,"117,65"
10/07/2024 11:00,Postiguet,"11,181"
10/07/2024 11:00,PZA. MONTAÑETA,"54,538"
10/07/2024 11:00,RABASA DL,"31,8"
10/07/2024 11:00,SANTO DOMINGO DL,"84,854"
10/07/2024 11:00,SH_Demo,"39,926"
10/07/2024 11:00,TOBO,"91,4"
10/07/2024 11:00,VALLONGA GLOBAL,"25,5"
10/07/2024 11:00,VALLONGA-TOLON DL,"25,5"
10/07/2024 11:00,VILLAFRANQUEZA,"30,883"
10/07/2024 11:00,VIRGEN DEL CARMEN 1000 Viv,"53,632"
10/07/2024 11:00,VIRGEN DEL REMEDIO,93
10/07/2024 12:00,1 CIUDAD JARDÍN,"51,8"
10/07/2024 12:00,ALIPARK DL,"12,2"
10/07/2024 12:00,ALTOZANO,"69,13"
10/07/2024 12:00,BAHÍA LOS PINOS,"82,1"
10/07/2024 12:00,BENALÚA DL,"69,13"
10/07/2024 12:00,Bº GRANADA 1,"31,9"
10/07/2024 12:00,Bº LOS ÁNGELES,"39,01"
10/07/2024 12:00,CABO HUERTAS - PLAYA,"53,4"
10/07/2024 12:00,Campoamor Alto,"60,5"
10/07/2024 12:00,CENTRO COMERCIAL GRAN VÍA,"29,871"
10/07/2024 12:00,CIUDAD DEPORTIVA DL,"25,1"
10/07/2024 12:00,COLONIA REQUENA,"170,4"
10/07/2024 12:00,COLONIA ROMANA,"52,3"
10/07/2024 12:00,CONDOMINA,"63,7"
10/07/2024 12:00,Depósito Los Ángeles,"21,2"
10/07/2024 12:00,DIPUTACIÓN DL,"46,385"
10/07/2024 12:00,GARBINET NORTE 1,"19,9"
10/07/2024 12:00,INFORMACIÓN DL,24
10/07/2024 12:00,Les Palmeretes,"48,522"
10/07/2024 12:00,LONJA,"9,3"
10/07/2024 12:00,LONJA DL,"9,3"
10/07/2024 12:00,MERCADO DL,"58,79"
10/07/2024 12:00,MUCHAVISTA - P.A.U. 5,"91,2"
10/07/2024 12:00,MUELLE GRANELES DL,11
10/07/2024 12:00,MUELLE LEVANTE DL,"9,464"
10/07/2024 12:00,P.A.U. 1 (norte+sur),"42,408"
10/07/2024 12:00,P.A.U. 2,"21,475"
10/07/2024 12:00,PARQUE LO MORANT,"31,401"
10/07/2024 12:00,Pla-Hospital,"39,933"
10/07/2024 12:00,PLAYA DE SAN JUAN 1,"130,1"
10/07/2024 12:00,Postiguet,"20,256"
10/07/2024 12:00,PZA. MONTAÑETA,"63,718"
10/07/2024 12:00,RABASA DL,"34,6"
10/07/2024 12:00,SANTO DOMINGO DL,"86,678"
10/07/2024 12:00,SH_Demo,"39,01"
10/07/2024 12:00,TOBO,73
10/07/2024 12:00,VALLONGA GLOBAL,30
10/07/2024 12:00,VALLONGA-TOLON DL,30
10/07/2024 12:00,VILLAFRANQUEZA,"28,264"
10/07/2024 12:00,VIRGEN DEL CARMEN 1000 Viv,"54,06"
10/07/2024 12:00,VIRGEN DEL REMEDIO,"85,7"
11/07/2024 1:00,1 CIUDAD JARDÍN,"40,4"
11/07/2024 1:00,ALIPARK DL,"8,8"
11/07/2024 1:00,ALTOZANO,"52,758"
11/07/2024 1:00,BAHÍA LOS PINOS,"47,2"
11/07/2024 1:00,BENALÚA DL,"52,758"
11/07/2024 1:00,Bº GRANADA 1,15
11/07/2024 1:00,Bº LOS ÁNGELES,"29,556"
11/07/2024 1:00,CABO HUERTAS - PLAYA,"55,25"
11/07/2024 1:00,Campoamor Alto,"48,95"
11/07/2024 1:00,CENTRO COMERCIAL GRAN VÍA,"24,288"
11/07/2024 1:00,CIUDAD DEPORTIVA DL,"21,8"
11/07/2024 1:00,COLONIA REQUENA,"148,8"
11/07/2024 1:00,COLONIA ROMANA,"42,05"
11/07/2024 1:00,CONDOMINA,"56,4"
11/07/2024 1:00,Depósito Los Ángeles,"18,15"
11/07/2024 1:00,DIPUTACIÓN DL,"35,126"
11/07/2024 1:00,GARBINET NORTE 1,"14,25"
11/07/2024 1:00,INFORMACIÓN DL,6
11/07/2024 1:00,Les Palmeretes,"35,405"
11/07/2024 1:00,LONJA,"5,8"
11/07/2024 1:00,LONJA DL,"5,8"
11/07/2024 1:00,MATADERO,"21,349"
11/07/2024 1:00,MERCADO DL,"40,713"
11/07/2024 1:00,MUCHAVISTA - P.A.U. 5,"76,4"
11/07/2024 1:00,MUELLE GRANELES DL,26
11/07/2024 1:00,MUELLE LEVANTE DL,"9,381"
11/07/2024 1:00,P.A.U. 1 (norte+sur),"62,553"
11/07/2024 1:00,P.A.U. 2,"18,371"
11/07/2024 1:00,PARQUE LO MORANT,"24,533"
11/07/2024 1:00,PLAYA DE SAN JUAN 1,"106,9"
11/07/2024 1:00,Postiguet,"9,154"
11/07/2024 1:00,PZA. MONTAÑETA,"45,163"
11/07/2024 1:00,RABASA DL,"26,4"
11/07/2024 1:00,SANTO DOMINGO DL,"64,395"
11/07/2024 1:00,SH_Demo,"29,556"
11/07/2024 1:00,TOBO,"85,95"
11/07/2024 1:00,VALLONGA GLOBAL,"20,55"
11/07/2024 1:00,VALLONGA-TOLON DL,"20,55"
11/07/2024 1:00,VILLAFRANQUEZA,"27,469"
11/07/2024 1:00,VIRGEN DEL CARMEN 1000 Viv,"49,251"
11/07/2024 1:00,VIRGEN DEL REMEDIO,"72,45"
11/07/2024 2:00,1 CIUDAD JARDÍN,"23,85"
11/07/2024 2:00,ALIPARK DL,"7,9"
11/07/2024 2:00,ALTOZANO,"46,805"
11/07/2024 2:00,BAHÍA LOS PINOS,"49,6"
11/07/2024 2:00,BENALÚA DL,"46,805"
11/07/2024 2:00,Bº GRANADA 1,"23,75"
11/07/2024 2:00,Bº LOS ÁNGELES,"28,896"
11/07/2024 2:00,CABO HUERTAS - PLAYA,"50,85"
11/07/2024 2:00,Campoamor Alto,"41,5"
11/07/2024 2:00,CENTRO COMERCIAL GRAN VÍA,"30,355"
11/07/2024 2:00,CIUDAD DEPORTIVA DL,"25,1"
11/07/2024 2:00,COLONIA REQUENA,"145,3"
11/07/2024 2:00,COLONIA ROMANA,"38,45"
11/07/2024 2:00,CONDOMINA,"51,5"
11/07/2024 2:00,Depósito Los Ángeles,"14,75"
11/07/2024 2:00,DIPUTACIÓN DL,"35,5"
11/07/2024 2:00,GARBINET NORTE 1,"11,95"
11/07/2024 2:00,INFORMACIÓN DL,16
11/07/2024 2:00,Les Palmeretes,"31,665"
11/07/2024 2:00,LONJA,"6,64"
11/07/2024 2:00,LONJA DL,"6,64"
11/07/2024 2:00,MATADERO,"3,02"
11/07/2024 2:00,MERCADO DL,"37,921"
11/07/2024 2:00,MUCHAVISTA - P.A.U. 5,"70,95"
11/07/2024 2:00,MUELLE GRANELES DL,"46,9"
11/07/2024 2:00,MUELLE LEVANTE DL,"10,327"
11/07/2024 2:00,P.A.U. 1 (norte+sur),"57,72"
11/07/2024 2:00,P.A.U. 2,"15,81"
11/07/2024 2:00,PARQUE LO MORANT,"28,435"
11/07/2024 2:00,PLAYA DE SAN JUAN 1,"102,9"
11/07/2024 2:00,Postiguet,"8,599"
11/07/2024 2:00,PZA. MONTAÑETA,"38,13"
11/07/2024 2:00,RABASA DL,"23,9"
11/07/2024 2:00,SANTO DOMINGO DL,"56,933"
11/07/2024 2:00,SH_Demo,"28,896"
11/07/2024 2:00,TOBO,"85,5"
11/07/2024 2:00,VALLONGA GLOBAL,"23,1"
11/07/2024 2:00,VALLONGA-TOLON DL,"23,1"
11/07/2024 2:00,VILLAFRANQUEZA,"22,855"
11/07/2024 2:00,VIRGEN DEL CARMEN 1000 Viv,"45,199"
11/07/2024 2:00,VIRGEN DEL REMEDIO,"74,1"
11/07/2024 3:00,1 CIUDAD JARDÍN,"20,8"
11/07/2024 3:00,ALIPARK DL,"7,2"
11/07/2024 3:00,ALTOZANO,"43,116"
11/07/2024 3:00,BAHÍA LOS PINOS,"50,75"
11/07/2024 3:00,BENALÚA DL,"43,116"
11/07/2024 3:00,Bº GRANADA 1,"11,5"
11/07/2024 3:00,Bº LOS ÁNGELES,"28,099"
11/07/2024 3:00,CABO HUERTAS - PLAYA,"37,75"
11/07/2024 3:00,Campoamor Alto,39
11/07/2024 3:00,CENTRO COMERCIAL GRAN VÍA,"23,046"
11/07/2024 3:00,CIUDAD DEPORTIVA DL,"18,6"
11/07/2024 3:00,COLONIA REQUENA,"133,9"
11/07/2024 3:00,COLONIA ROMANA,"43,8"
11/07/2024 3:00,CONDOMINA,"53,2"
11/07/2024 3:00,Depósito Los Ángeles,"15,3"
11/07/2024 3:00,DIPUTACIÓN DL,"36,551"
11/07/2024 3:00,GARBINET NORTE 1,"11,95"
11/07/2024 3:00,INFORMACIÓN DL,16
11/07/2024 3:00,Les Palmeretes,"30,712"
11/07/2024 3:00,LONJA,"7,31"
11/07/2024 3:00,LONJA DL,"7,31"
11/07/2024 3:00,MATADERO,"14,518"
11/07/2024 3:00,MERCADO DL,"36,263"
11/07/2024 3:00,MUCHAVISTA - P.A.U. 5,"67,55"
11/07/2024 3:00,MUELLE GRANELES DL,"85,2"
11/07/2024 3:00,MUELLE LEVANTE DL,"9,548"
11/07/2024 3:00,P.A.U. 1 (norte+sur),"53,222"
11/07/2024 3:00,P.A.U. 2,"15,764"
11/07/2024 3:00,PARQUE LO MORANT,"21,459"
11/07/2024 3:00,PLAYA DE SAN JUAN 1,"110,2"
11/07/2024 3:00,Postiguet,"9,909"
11/07/2024 3:00,PZA. MONTAÑETA,"34,928"
11/07/2024 3:00,RABASA DL,"22,7"
11/07/2024 3:00,SANTO DOMINGO DL,"58,496"
11/07/2024 3:00,SH_Demo,"28,099"
11/07/2024 3:00,TOBO,"69,35"
11/07/2024 3:00,VALLONGA GLOBAL,"28,7"
11/07/2024 3:00,VALLONGA-TOLON DL,"28,7"
11/07/2024 3:00,VILLAFRANQUEZA,"26,883"
11/07/2024 3:00,VIRGEN DEL CARMEN 1000 Viv,"46,609"
11/07/2024 3:00,VIRGEN DEL REMEDIO,"63,1"
11/07/2024 4:00,1 CIUDAD JARDÍN,"19,55"
11/07/2024 4:00,ALIPARK DL,"6,9"
11/07/2024 4:00,ALTOZANO,"42,288"
11/07/2024 4:00,BAHÍA LOS PINOS,"44,25"
11/07/2024 4:00,BENALÚA DL,"42,288"
11/07/2024 4:00,Bº GRANADA 1,"23,8"
11/07/2024 4:00,Bº LOS ÁNGELES,"25,464"
11/07/2024 4:00,CABO HUERTAS - PLAYA,"36,15"
11/07/2024 4:00,Campoamor Alto,"37,6"
11/07/2024 4:00,CENTRO COMERCIAL GRAN VÍA,"16,824"
11/07/2024 4:00,CIUDAD DEPORTIVA DL,"19,5"
11/07/2024 4:00,COLONIA REQUENA,"128,6"
11/07/2024 4:00,COLONIA ROMANA,"38,2"
11/07/2024 4:00,CONDOMINA,"50,1"
11/07/2024 4:00,Depósito Los Ángeles,"14,65"
11/07/2024 4:00,DIPUTACIÓN DL,"32,891"
11/07/2024 4:00,GARBINET NORTE 1,"11,65"
11/07/2024 4:00,INFORMACIÓN DL,16
11/07/2024 4:00,Les Palmeretes,"27,932"
11/07/2024 4:00,LONJA,"7,34"
11/07/2024 4:00,LONJA DL,"7,34"
11/07/2024 4:00,MATADERO,"20,117"
11/07/2024 4:00,MERCADO DL,"35,362"
11/07/2024 4:00,MUCHAVISTA - P.A.U. 5,"65,05"
11/07/2024 4:00,MUELLE GRANELES DL,"31,4"
11/07/2024 4:00,MUELLE LEVANTE DL,"11,708"
11/07/2024 4:00,P.A.U. 1 (norte+sur),"53,671"
11/07/2024 4:00,P.A.U. 2,"14,658"
11/07/2024 4:00,PARQUE LO MORANT,"23,204"
11/07/2024 4:00,PLAYA DE SAN JUAN 1,"104,05"
11/07/2024 4:00,Postiguet,"11,254"
11/07/2024 4:00,PZA. MONTAÑETA,"33,65"
11/07/2024 4:00,RABASA DL,"24,3"
11/07/2024 4:00,SANTO DOMINGO DL,"54,594"
11/07/2024 4:00,SH_Demo,"25,464"
11/07/2024 4:00,TOBO,"81,7"
11/07/2024 4:00,VALLONGA GLOBAL,"25,1"
11/07/2024 4:00,VALLONGA-TOLON DL,"25,1"
11/07/2024 4:00,VILLAFRANQUEZA,"26,853"
11/07/2024 4:00,VIRGEN DEL CARMEN 1000 Viv,"40,527"
11/07/2024 4:00,VIRGEN DEL REMEDIO,"64,85"
11/07/2024 5:00,1 CIUDAD JARDÍN,"18,05"
11/07/2024 5:00,ALIPARK DL,"8,05"
11/07/2024 5:00,ALTOZANO,"36,959"
11/07/2024 5:00,BAHÍA LOS PINOS,"40,95"
11/07/2024 5:00,BENALÚA DL,"36,959"
11/07/2024 5:00,Bº GRANADA 1,"21,9"
11/07/2024 5:00,Bº LOS ÁNGELES,"24,481"
11/07/2024 5:00,CABO HUERTAS - PLAYA,"37,25"
11/07/2024 5:00,Campoamor Alto,"15,5"
11/07/2024 5:00,CENTRO COMERCIAL GRAN VÍA,"13,507"
11/07/2024 5:00,CIUDAD DEPORTIVA DL,"16,3"
11/07/2024 5:00,COLONIA REQUENA,"125,1"
11/07/2024 5:00,COLONIA ROMANA,"34,15"
11/07/2024 5:00,CONDOMINA,"52,6"
11/07/2024 5:00,Depósito Los Ángeles,"13,9"
11/07/2024 5:00,DIPUTACIÓN DL,"32,807"
11/07/2024 5:00,GARBINET NORTE 1,"9,9"
11/07/2024 5:00,INFORMACIÓN DL,14
11/07/2024 5:00,Les Palmeretes,"26,57"
11/07/2024 5:00,LONJA,"5,71"
11/07/2024 5:00,LONJA DL,"5,71"
11/07/2024 5:00,MERCADO DL,"32,523"
11/07/2024 5:00,MUCHAVISTA - P.A.U. 5,56
11/07/2024 5:00,MUELLE GRANELES DL,"7,8"
11/07/2024 5:00,MUELLE LEVANTE DL,"9,299"
11/07/2024 5:00,P.A.U. 1 (norte+sur),"50,109"
11/07/2024 5:00,P.A.U. 2,"12,251"
11/07/2024 5:00,PARQUE LO MORANT,"22,855"
11/07/2024 5:00,PLAYA DE SAN JUAN 1,"92,55"
11/07/2024 5:00,Postiguet,"22,033"
11/07/2024 5:00,PZA. MONTAÑETA,"35,8"
11/07/2024 5:00,RABASA DL,"25,3"
11/07/2024 5:00,SANTO DOMINGO DL,"46,941"
11/07/2024 5:00,SH_Demo,"24,481"
11/07/2024 5:00,TOBO,91
11/07/2024 5:00,VALLONGA GLOBAL,"22,95"
11/07/2024 5:00,VALLONGA-TOLON DL,"22,95"
11/07/2024 5:00,VILLAFRANQUEZA,"25,999"
11/07/2024 5:00,VIRGEN DEL CARMEN 1000 Viv,"38,915"
11/07/2024 5:00,VIRGEN DEL REMEDIO,"64,55"
11/07/2024 6:00,1 CIUDAD JARDÍN,"17,3"
11/07/2024 6:00,ALIPARK DL,"8,1"
11/07/2024 6:00,ALTOZANO,"45,047"
11/07/2024 6:00,BAHÍA LOS PINOS,"36,05"
11/07/2024 6:00,BENALÚA DL,"45,047"
11/07/2024 6:00,Bº GRANADA 1,"22,2"
11/07/2024 6:00,Bº LOS ÁNGELES,"25,889"
11/07/2024 6:00,CABO HUERTAS - PLAYA,"35,2"
11/07/2024 6:00,Campoamor Alto,39
11/07/2024 6:00,CENTRO COMERCIAL GRAN VÍA,"16,027"
11/07/2024 6:00,CIUDAD DEPORTIVA DL,"16,4"
11/07/2024 6:00,COLONIA REQUENA,"130,3"
11/07/2024 6:00,COLONIA ROMANA,"41,5"
11/07/2024 6:00,CONDOMINA,"48,8"
11/07/2024 6:00,Depósito Los Ángeles,"16,6"
11/07/2024 6:00,DIPUTACIÓN DL,"29,931"
11/07/2024 6:00,GARBINET NORTE 1,"10,95"
11/07/2024 6:00,INFORMACIÓN DL,14
11/07/2024 6:00,Les Palmeretes,"27,447"
11/07/2024 6:00,LONJA,"5,57"
11/07/2024 6:00,LONJA DL,"5,57"
11/07/2024 6:00,MATADERO,"20,567"
11/07/2024 6:00,MERCADO DL,"32,349"
11/07/2024 6:00,MUCHAVISTA - P.A.U. 5,"61,5"
11/07/2024 6:00,MUELLE GRANELES DL,"6,8"
11/07/2024 6:00,MUELLE LEVANTE DL,"11,035"
11/07/2024 6:00,P.A.U. 1 (norte+sur),"49,864"
11/07/2024 6:00,P.A.U. 2,"16,472"
11/07/2024 6:00,PARQUE LO MORANT,"23,25"
11/07/2024 6:00,PLAYA DE SAN JUAN 1,"85,4"
11/07/2024 6:00,Postiguet,"13,117"
11/07/2024 6:00,PZA. MONTAÑETA,"31,515"
11/07/2024 6:00,RABASA DL,"25,7"
11/07/2024 6:00,SANTO DOMINGO DL,"51,095"
11/07/2024 6:00,SH_Demo,"25,889"
11/07/2024 6:00,TOBO,"88,45"
11/07/2024 6:00,VALLONGA GLOBAL,"24,95"
11/07/2024 6:00,VALLONGA-TOLON DL,"24,95"
11/07/2024 6:00,VILLAFRANQUEZA,"28,168"
11/07/2024 6:00,VIRGEN DEL CARMEN 1000 Viv,"41,766"
11/07/2024 6:00,VIRGEN DEL REMEDIO,"65,85"
11/07/2024 7:00,1 CIUDAD JARDÍN,"22,25"
11/07/2024 7:00,ALIPARK DL,"8,35"
11/07/2024 7:00,ALTOZANO,"51,518"
11/07/2024 7:00,BAHÍA LOS PINOS,"37,35"
11/07/2024 7:00,BENALÚA DL,"51,518"
11/07/2024 7:00,Bº GRANADA 1,"6,6"
11/07/2024 7:00,Bº LOS ÁNGELES,"28,213"
11/07/2024 7:00,CABO HUERTAS - PLAYA,"37,7"
11/07/2024 7:00,Campoamor Alto,"43,85"
11/07/2024 7:00,CENTRO COMERCIAL GRAN VÍA,"36,694"
11/07/2024 7:00,CIUDAD DEPORTIVA DL,"21,75"
11/07/2024 7:00,COLONIA REQUENA,"148,8"
11/07/2024 7:00,COLONIA ROMANA,"49,3"
11/07/2024 7:00,CONDOMINA,"46,4"
11/07/2024 7:00,Depósito Los Ángeles,"19,15"
11/07/2024 7:00,DIPUTACIÓN DL,"33,501"
11/07/2024 7:00,GARBINET NORTE 1,"14,55"
